epoch,step,train_loss,val_loss
0,49,0.4603145122528076,
0,99,0.40893709659576416,
0,149,0.4052281081676483,
0,199,0.36660221219062805,
0,249,0.33604001998901367,
0,299,0.5562662482261658,
0,349,0.22813311219215393,
0,399,0.2056746780872345,
0,449,0.17350053787231445,
0,499,0.2204628735780716,
0,508,,0.24853655695915222
1,549,0.36757367849349976,
1,599,0.3741227388381958,
1,649,0.1913124918937683,
1,699,0.38146767020225525,
1,749,0.3281794488430023,
1,799,0.17418770492076874,
1,849,0.26618894934654236,
1,899,0.23596122860908508,
1,949,0.1922932267189026,
1,999,0.2009037435054779,
1,1017,,0.23695722222328186
2,1049,0.3010477125644684,
2,1099,0.2383824586868286,
2,1149,0.20909768342971802,
2,1199,0.3524884283542633,
2,1249,0.34669744968414307,
2,1299,0.25773319602012634,
2,1349,0.32867157459259033,
2,1399,0.2659190893173218,
2,1449,0.26269418001174927,
2,1499,0.3060148358345032,
2,1526,,0.22229382395744324
3,1549,0.29295843839645386,
3,1599,0.18061533570289612,
3,1649,0.1986187845468521,
3,1699,0.14199787378311157,
3,1749,0.20276883244514465,
3,1799,0.1904502809047699,
3,1849,0.1707218587398529,
3,1899,0.17382074892520905,
3,1949,0.21111540496349335,
3,1999,0.17305532097816467,
3,2035,,0.1883876472711563
4,2049,0.20726194977760315,
4,2099,0.20963923633098602,
4,2149,0.14042827486991882,
4,2199,0.17110873758792877,
4,2249,0.20785123109817505,
4,2299,0.14354461431503296,
4,2349,0.1653895378112793,
4,2399,0.1544499397277832,
4,2449,0.13627731800079346,
4,2499,0.1612318754196167,
4,2544,,0.2553670108318329
5,2549,0.1303982138633728,
5,2599,0.1695338636636734,
5,2649,0.12776005268096924,
5,2699,0.1460014432668686,
5,2749,0.17497316002845764,
5,2799,0.11646750569343567,
5,2849,0.16320058703422546,
5,2899,0.12085992097854614,
5,2949,0.10543560236692429,
5,2999,0.2747071087360382,
5,3049,0.16256269812583923,
5,3053,,0.1876724809408188
6,3099,0.10217361152172089,
6,3149,0.08611339330673218,
6,3199,0.11251432448625565,
6,3249,0.10598098486661911,
6,3299,0.17506520450115204,
6,3349,0.16529837250709534,
6,3399,0.14762631058692932,
6,3449,0.12905795872211456,
6,3499,0.0927731841802597,
6,3549,0.09139274060726166,
6,3562,,0.14308048784732819
7,3599,0.0853823572397232,
7,3649,0.1298915147781372,
7,3699,0.20394304394721985,
7,3749,0.09316758811473846,
7,3799,0.09526364505290985,
7,3849,0.11220419406890869,
7,3899,0.11896610260009766,
7,3949,0.08572543412446976,
7,3999,0.3093492388725281,
7,4049,0.10724539309740067,
7,4071,,0.15477354824543
8,4099,0.09813141822814941,
8,4149,0.13312682509422302,
8,4199,0.1396140456199646,
8,4249,0.165918231010437,
8,4299,0.14043325185775757,
8,4349,0.12780418992042542,
8,4399,0.14546266198158264,
8,4449,0.14247897267341614,
8,4499,0.12134428322315216,
8,4549,0.20607830584049225,
8,4580,,0.1331353485584259
9,4599,0.17126691341400146,
9,4649,0.109285369515419,
9,4699,0.11303958296775818,
9,4749,0.14476743340492249,
9,4799,0.0885886698961258,
9,4849,0.09846652299165726,
9,4899,0.08638368546962738,
9,4949,0.11708307266235352,
9,4999,0.07045073807239532,
9,5049,0.1224576011300087,
9,5089,,0.1303567886352539
