IoU,Accuracy,Precision,Recall,F1
0.4911285787820816,0.7008056640625,0.4911285787820816,0.7008056640625,0.5775246274862287
0.5176549553871155,0.719482421875,0.5176549553871155,0.719482421875,0.6021055508350489
0.8233923055231571,0.90740966796875,0.8233923055231571,0.90740966796875,0.8633617825792075
0.3838643468916416,0.61956787109375,0.3838643468916416,0.61956787109375,0.47403304763313786
0.5473145879805088,0.73980712890625,0.5473145879805088,0.73980712890625,0.6291669678633683
0.3834862858057022,0.6192626953125,0.3834862858057022,0.6192626953125,0.4736554320874953
0.5471339859068394,0.73968505859375,0.5471339859068394,0.73968505859375,0.6290034891132622
0.46131157875061035,0.67919921875,0.46131157875061035,0.67919921875,0.5494423456128236
0.5680985786020756,0.75372314453125,0.5680985786020756,0.75372314453125,0.6478771525295937
0.475009024143219,0.689208984375,0.475009024143219,0.689208984375,0.5624040939125958
0.432749405503273,0.6578369140625,0.432749405503273,0.6578369140625,0.5220651100630016
0.379565492272377,0.6160888671875,0.379565492272377,0.6160888671875,0.46973344099936737
0.5230262912809849,0.72320556640625,0.5230262912809849,0.72320556640625,0.6070387671411226
0.4602343775331974,0.67840576171875,0.4602343775331974,0.67840576171875,0.5484184909635919
0.4057217240333557,0.636962890625,0.4057217240333557,0.636962890625,0.49570057617915736
0.47829583659768105,0.69158935546875,0.47829583659768105,0.69158935546875,0.5654987542353531
0.30910179391503334,0.55596923828125,0.30910179391503334,0.55596923828125,0.3973109317462759
0.44154662266373634,0.66448974609375,0.44154662266373634,0.66448974609375,0.5305489249182397
0.5375152230262756,0.733154296875,0.5375152230262756,0.733154296875,0.6202739409820045
0.46738386526703835,0.68365478515625,0.46738386526703835,0.68365478515625,0.5552015405861994
0.6042633056640625,0.77734375,0.6042633056640625,0.77734375,0.6799622252747253
0.34504151344299316,0.58740234375,0.34504151344299316,0.58740234375,0.434724712107813
0.3848481774330139,0.620361328125,0.3848481774330139,0.620361328125,0.47501525832925273
0.41439834609627724,0.64373779296875,0.41439834609627724,0.64373779296875,0.5042146598671721
0.4507601261138916,0.67138671875,0.4507601261138916,0.67138671875,0.5393845973013439
0.38864387571811676,0.6234130859375,0.38864387571811676,0.6234130859375,0.4787985006215223
0.33726999536156654,0.58074951171875,0.33726999536156654,0.58074951171875,0.42672161890450644
0.38917675986886024,0.62384033203125,0.38917675986886024,0.62384033203125,0.479328850493622
0.45750559866428375,0.6763916015625,0.45750559866428375,0.6763916015625,0.5458218691120384
0.47652460634708405,0.6903076171875,0.47652460634708405,0.6903076171875,0.5638318155839261
0.4930124282836914,0.7021484375,0.4930124282836914,0.7021484375,0.5792825319133678
0.5155492424964905,0.718017578125,0.5155492424964905,0.718017578125,0.6001675990523305
0.43927833810448647,0.66278076171875,0.43927833810448647,0.66278076171875,0.5283659135560625
0.4353228956460953,0.6597900390625,0.4353228956460953,0.6597900390625,0.5245517630554994
0.5550177246332169,0.7449951171875,0.5550177246332169,0.7449951171875,0.6361252466170426
0.48142457008361816,0.69384765625,0.48142457008361816,0.69384765625,0.5684390426816086
0.5017937570810318,0.7083740234375,0.5017937570810318,0.7083740234375,0.5874518696688549
0.5700323730707169,0.7550048828125,0.5700323730707169,0.7550048828125,0.6496077346032292
0.5708621479570866,0.75555419921875,0.5708621479570866,0.75555419921875,0.650349784940994
0.5271837711334229,0.72607421875,0.5271837711334229,0.72607421875,0.6108471645155588
0.44276417791843414,0.6654052734375,0.44276417791843414,0.6654052734375,0.5317194378813769
0.44487857818603516,0.6669921875,0.44487857818603516,0.6669921875,0.5337500457674282
0.3862883485853672,0.62152099609375,0.3862883485853672,0.62152099609375,0.4764518615743333
0.48976077139377594,0.6998291015625,0.48976077139377594,0.6998291015625,0.5762470720657541
0.3758144974708557,0.613037109375,0.3758144974708557,0.613037109375,0.46597129760575906
0.5698480606079102,0.7548828125,0.5698480606079102,0.7548828125,0.6494428648441847
0.5382314324378967,0.733642578125,0.5382314324378967,0.733642578125,0.6209254885975567
0.44846826791763306,0.669677734375,0.44846826791763306,0.669677734375,0.537191409677036
0.48312002420425415,0.695068359375,0.48312002420425415,0.695068359375,0.5700301365809088
1.0,1.0,1.0,1.0,1.0
0.3878072239458561,0.62274169921875,0.3878072239458561,0.62274169921875,0.4779654385322832
0.38948142901062965,0.62408447265625,0.38948142901062965,0.62408447265625,0.4796319841339514
0.42954327166080475,0.6553955078125,0.42954327166080475,0.6553955078125,0.5189615045269984
0.34489811956882477,0.5872802734375,0.34489811956882477,0.5872802734375,0.43457746604749864
0.34410998597741127,0.58660888671875,0.34410998597741127,0.58660888671875,0.4337678792270749
0.46272212639451027,0.68023681640625,0.46272212639451027,0.68023681640625,0.5507820348612487
0.5671788789331913,0.75311279296875,0.5671788789331913,0.75311279296875,0.6470534938858341
0.4165227562189102,0.6453857421875,0.4165227562189102,0.6453857421875,0.5062919235767213
0.3264409340918064,0.57135009765625,0.3264409340918064,0.57135009765625,0.41549102848398967
0.400606170296669,0.6329345703125,0.400606170296669,0.6329345703125,0.49065795725055134
0.4930124282836914,0.7021484375,0.4930124282836914,0.7021484375,0.5792825319133678
0.43387436866760254,0.65869140625,0.43387436866760254,0.65869140625,0.5231526093795996
0.5386793054640293,0.73394775390625,0.5386793054640293,0.73394775390625,0.6213327988118311
0.507256243377924,0.71221923828125,0.507256243377924,0.71221923828125,0.5925131922791792
0.3918466567993164,0.6259765625,0.3918466567993164,0.6259765625,0.4819831550300301
0.5520207025110722,0.74298095703125,0.5520207025110722,0.74298095703125,0.6334213810933506
1.0,1.0,1.0,1.0,1.0
0.4618091732263565,0.6795654296875,0.4618091732263565,0.6795654296875,0.5499150733440384
0.5547449328005314,0.74481201171875,0.5547449328005314,0.74481201171875,0.6358793143039777
0.42595062032341957,0.65264892578125,0.42595062032341957,0.65264892578125,0.5154762317375563
0.5478565730154514,0.74017333984375,0.5478565730154514,0.74017333984375,0.6296574720132689
0.4105568081140518,0.6407470703125,0.4105568081140518,0.6407470703125,0.5004510634730024
0.36231817305088043,0.6019287109375,0.36231817305088043,0.6019287109375,0.4523524306382401
0.48813897743821144,0.69866943359375,0.48813897743821144,0.69866943359375,0.5747309838918944
0.40642181411385536,0.63751220703125,0.40642181411385536,0.63751220703125,0.4963893549846365
0.20361113920807838,0.45123291015625,0.20361113920807838,0.45123291015625,0.2806043575543724
0.3855300284922123,0.62091064453125,0.3855300284922123,0.62091064453125,0.47569559715452847
0.494384765625,0.703125,0.494384765625,0.703125,0.5805619266055047
0.48976077139377594,0.6998291015625,0.48976077139377594,0.6998291015625,0.5762470720657541
0.4089159108698368,0.63946533203125,0.4089159108698368,0.63946533203125,0.49884057061847337
0.4385504871606827,0.6622314453125,0.4385504871606827,0.6622314453125,0.5276647706279375
0.4044009782373905,0.63592529296875,0.4044009782373905,0.63592529296875,0.4944003005216883
0.49266964197158813,0.701904296875,0.49266964197158813,0.701904296875,0.5789628040498135
0.521526575088501,0.72216796875,0.521526575088501,0.72216796875,0.6056628442195917
0.326301459223032,0.57122802734375,0.326301459223032,0.57122802734375,0.41534577228063213
0.5369783788919449,0.7327880859375,0.5369783788919449,0.7327880859375,0.6197854004766202
0.4244382530450821,0.6514892578125,0.4244382530450821,0.6514892578125,0.5140066773516613
0.32074690237641335,0.56634521484375,0.32074690237641335,0.56634521484375,0.4095481626103851
0.434920284897089,0.65948486328125,0.434920284897089,0.65948486328125,0.5241630032552801
0.3002751022577286,0.5479736328125,0.3002751022577286,0.5479736328125,0.38795893662886405
0.4228491932153702,0.6502685546875,0.4228491932153702,0.6502685546875,0.5124610682476977
0.323240552097559,0.56854248046875,0.323240552097559,0.56854248046875,0.41215402977286325
0.4836292415857315,0.6954345703125,0.4836292415857315,0.6954345703125,0.5705077035164969
0.363347589969635,0.602783203125,0.363347589969635,0.602783203125,0.45339580457444784
0.49266964197158813,0.701904296875,0.49266964197158813,0.701904296875,0.5789628040498135
0.34647709131240845,0.588623046875,0.34647709131240845,0.588623046875,0.43619799170604734
0.5333171226084232,0.73028564453125,0.5333171226084232,0.73028564453125,0.6164498032958062
0.3101206421852112,0.556884765625,0.3101206421852112,0.556884765625,0.3983861221234515
0.40114719048142433,0.63336181640625,0.40114719048142433,0.63336181640625,0.4911920756958003
0.3589460849761963,0.59912109375,0.3589460849761963,0.59912109375,0.44892921040076333
0.421342346817255,0.64910888671875,0.421342346817255,0.64910888671875,0.5109939679672754
0.4165227562189102,0.6453857421875,0.4165227562189102,0.6453857421875,0.5062919235767213
0.5057793259620667,0.711181640625,0.5057793259620667,0.711181640625,0.5911462745443359
0.6639305502176285,0.8148193359375,0.6639305502176285,0.8148193359375,0.7316767427702714
0.43992582336068153,0.66326904296875,0.43992582336068153,0.66326904296875,0.5289893721288325
0.5923662334680557,0.7696533203125,0.5923662334680557,0.7696533203125,0.6694715023205232
0.45816637575626373,0.6768798828125,0.45816637575626373,0.6768798828125,0.5464510373728343
0.43307067453861237,0.6580810546875,0.43307067453861237,0.6580810546875,0.5223757587897095
0.5602135099470615,0.74847412109375,0.5602135099470615,0.74847412109375,0.6408027470222122
0.471649706363678,0.686767578125,0.471649706363678,0.686767578125,0.5592349680896295
0.5888014435768127,0.767333984375,0.5888014435768127,0.767333984375,0.6663159864320003
0.5907701291143894,0.76861572265625,0.5907701291143894,0.76861572265625,0.6680593433005595
0.49670490995049477,0.70477294921875,0.49670490995049477,0.70477294921875,0.582722655445842
0.4677177406847477,0.68389892578125,0.4677177406847477,0.68389892578125,0.5555175949384832
0.27944490686059,0.52862548828125,0.27944490686059,0.52862548828125,0.36561591966491563
0.3743940033018589,0.61187744140625,0.3743940033018589,0.61187744140625,0.464544007732035
0.5032648481428623,0.70941162109375,0.5032648481428623,0.70941162109375,0.5888164581692188
0.4783802628517151,0.691650390625,0.4783802628517151,0.691650390625,0.5655781661540266
0.6215605475008488,0.78839111328125,0.6215605475008488,0.78839111328125,0.6951058332653429
0.42237305641174316,0.64990234375,0.42237305641174316,0.64990234375,0.5119976439960047
0.34971803799271584,0.59136962890625,0.34971803799271584,0.59136962890625,0.43951830126741503
0.44081689417362213,0.6639404296875,0.44081689417362213,0.6639404296875,0.529846966043623
0.3745434023439884,0.61199951171875,0.3745434023439884,0.61199951171875,0.46469418833091564
0.4928410202264786,0.7020263671875,0.4928410202264786,0.7020263671875,0.5791226619372176
0.3720821291208267,0.6099853515625,0.3720821291208267,0.6099853515625,0.46221803044321974
0.4521544612944126,0.67242431640625,0.4521544612944126,0.67242431640625,0.5407173967262258
0.47089550271630287,0.68621826171875,0.47089550271630287,0.68621826171875,0.558522598653774
0.4396020211279392,0.66302490234375,0.4396020211279392,0.66302490234375,0.5286776169237095
0.4367738366127014,0.660888671875,0.4367738366127014,0.660888671875,0.5259519725902175
0.4275454916059971,0.65386962890625,0.4275454916059971,0.65386962890625,0.5170244185313988
0.5302904583513737,0.72821044921875,0.5302904583513737,0.72821044921875,0.6136873649746711
0.3609234429895878,0.60076904296875,0.3609234429895878,0.60076904296875,0.45093755976218447
0.47315992414951324,0.6878662109375,0.47315992414951324,0.6878662109375,0.5606604612183138
0.35391751304268837,0.59490966796875,0.35391751304268837,0.59490966796875,0.44380885030740547
0.47450436651706696,0.6888427734375,0.47450436651706696,0.6888427734375,0.5619284091807463
0.5416399389505386,0.7359619140625,0.5416399389505386,0.7359619140625,0.6240228366335436
0.45429113879799843,0.67401123046875,0.45429113879799843,0.67401123046875,0.5427575759701321
0.45437341928482056,0.674072265625,0.45437341928482056,0.674072265625,0.542836087324085
0.5391273647546768,0.7342529296875,0.5391273647546768,0.7342529296875,0.6217401804843122
0.37783772125840187,0.61468505859375,0.37783772125840187,0.61468505859375,0.46800175581913867
0.4285837560892105,0.6546630859375,0.4285837560892105,0.6546630859375,0.5180314466813446
0.392764151096344,0.626708984375,0.392764151096344,0.626708984375,0.4828941806665541
0.42922331392765045,0.6551513671875,0.42922331392765045,0.6551513671875,0.5186514326565842
0.45371538400650024,0.673583984375,0.45371538400650024,0.673583984375,0.5422080854531364
0.4594893604516983,0.6778564453125,0.4594893604516983,0.6778564453125,0.5477099804758548
0.3234487920999527,0.5687255859375,0.3234487920999527,0.5687255859375,0.41237141154506457
0.4853285700082779,0.6966552734375,0.4853285700082779,0.6966552734375,0.5721003878707551
0.4701419025659561,0.6856689453125,0.4701419025659561,0.6856689453125,0.5578104809646336
0.3937593139708042,0.62750244140625,0.3937593139708042,0.62750244140625,0.4838816876128
0.4275454916059971,0.65386962890625,0.4275454916059971,0.65386962890625,0.5170244185313988
0.4917275942862034,0.70123291015625,0.4917275942862034,0.70123291015625,0.578083801871715
0.4605656899511814,0.67864990234375,0.4605656899511814,0.67864990234375,0.548733466469851
0.32226965203881264,0.56768798828125,0.32226965203881264,0.56768798828125,0.411140041191661
0.4593238830566406,0.677734375,0.4593238830566406,0.677734375,0.5475525683934808
0.3966754712164402,0.62982177734375,0.3966754712164402,0.62982177734375,0.4867715927356594
0.3851511478424072,0.62060546875,0.3851511478424072,0.62060546875,0.4753175961321181
0.3227549195289612,0.568115234375,0.3227549195289612,0.568115234375,0.4116469408035575
0.39016737043857574,0.6246337890625,0.39016737043857574,0.6246337890625,0.4803142382797825
0.3759641796350479,0.6131591796875,0.3759641796350479,0.6131591796875,0.46612161325316875
0.38205135241150856,0.61810302734375,0.38205135241150856,0.61810302734375,0.4722212936449139
0.4662995934486389,0.682861328125,0.4662995934486389,0.682861328125,0.5541747090571957
0.41999639570713043,0.6480712890625,0.41999639570713043,0.6480712890625,0.5096823159222001
0.4606485366821289,0.6787109375,0.4606485366821289,0.6787109375,0.548812218222804
0.2804783321917057,0.52960205078125,0.2804783321917057,0.52960205078125,0.36673372927089154
0.3381212390959263,0.58148193359375,0.3381212390959263,0.58148193359375,0.4276005079964229
0.3758144974708557,0.613037109375,0.3758144974708557,0.613037109375,0.46597129760575906
0.38039321079850197,0.61676025390625,0.38039321079850197,0.61676025390625,0.47056229874458505
0.49095749855041504,0.70068359375,0.49095749855041504,0.70068359375,0.5773648906294861
0.3263711929321289,0.5712890625,0.3263711929321289,0.5712890625,0.41541839846177747
0.3396846391260624,0.58282470703125,0.3396846391260624,0.58282470703125,0.429213213083053
0.44740617647767067,0.66888427734375,0.44740617647767067,0.66888427734375,0.536173996665337
0.4368545152246952,0.66094970703125,0.4368545152246952,0.66094970703125,0.5260297929255434
0.4641348272562027,0.6812744140625,0.4641348272562027,0.6812744140625,0.5521226319440663
0.5061266422271729,0.71142578125,0.5061266422271729,0.71142578125,0.5914678249821683
0.3939891457557678,0.627685546875,0.3939891457557678,0.627685546875,0.4841096568218464
0.3752908445894718,0.61260986328125,0.3752908445894718,0.61260986328125,0.46544530470110185
0.3065958023071289,0.5537109375,0.3065958023071289,0.5537109375,0.3946626041011942
0.33840522542595863,0.58172607421875,0.33840522542595863,0.58172607421875,0.4278935916171257
